Permanent Tournament #,Event Name,Course Name,Player Name,Avg Drive Distance,Fairway Hit Percentage
464,Safeway Open,Silverado Resort and Spa North,Brad Fritsch,277.04,60.71
464,Safeway Open,Silverado Resort and Spa North,Brandon Hagy,285.75,50
464,Safeway Open,Silverado Resort and Spa North,Brendan Steele,277.3,64.29
464,Safeway Open,Silverado Resort and Spa North,Brendon de Jonge,268.07,46.43
464,Safeway Open,Silverado Resort and Spa North,Brett Drewitt,278.21,48.21
464,Safeway Open,Silverado Resort and Spa North,Brett Stegmaier,279.5,53.57
464,Safeway Open,Silverado Resort and Spa North,Brian Campbell,279.41,58.93
464,Safeway Open,Silverado Resort and Spa North,Brian Harman,283.39,53.57
464,Safeway Open,Silverado Resort and Spa North,Brian Stuard,269.29,46.43
464,Safeway Open,Silverado Resort and Spa North,Bryce Molder,272.04,50
464,Safeway Open,Silverado Resort and Spa North,Bryson DeChambeau,276.89,42.86
464,Safeway Open,Silverado Resort and Spa North,Bud Cauley,278.64,55.36
464,Safeway Open,Silverado Resort and Spa North,C.T. Pan,272.61,57.14
464,Safeway Open,Silverado Resort and Spa North,Cameron Smith,279.05,55.36
464,Safeway Open,Silverado Resort and Spa North,Cameron Tringale,261.07,42.86
464,Safeway Open,Silverado Resort and Spa North,Carl Pettersson,272.39,42.86
464,Safeway Open,Silverado Resort and Spa North,Chad Campbell,269.39,60.71
464,Safeway Open,Silverado Resort and Spa North,Chad Collins,260.96,53.57
464,Safeway Open,Silverado Resort and Spa North,Charles Howell III,278.11,50
464,Safeway Open,Silverado Resort and Spa North,Charley Hoffman,283.29,57.14
464,Safeway Open,Silverado Resort and Spa North,Chez Reavie,271.25,60.71
464,Safeway Open,Silverado Resort and Spa North,Chris Kirk,272.14,51.79
464,Safeway Open,Silverado Resort and Spa North,Cody Gribble,277.91,60.71
464,Safeway Open,Silverado Resort and Spa North,Collin Morikawa,288.57,50
464,Safeway Open,Silverado Resort and Spa North,Colt Knost,256.5,71.43
464,Safeway Open,Silverado Resort and Spa North,D.A. Points,271.64,53.57
464,Safeway Open,Silverado Resort and Spa North,Daniel Summerhays,277.61,35.71
464,Safeway Open,Silverado Resort and Spa North,Danny Lee,277.38,60.71
464,Safeway Open,Silverado Resort and Spa North,David Hearn,266.39,64.29
464,Safeway Open,Silverado Resort and Spa North,David Lingmerth,274.71,57.14
464,Safeway Open,Silverado Resort and Spa North,David Toms,264.04,67.86
464,Safeway Open,Silverado Resort and Spa North,Derek Fathauer,275.98,66.07
464,Safeway Open,Silverado Resort and Spa North,Dominic Bozzelli,280.61,48.21
464,Safeway Open,Silverado Resort and Spa North,Emiliano Grillo,279.98,48.21
464,Safeway Open,Silverado Resort and Spa North,Fabián Gómez,271.88,53.57
464,Safeway Open,Silverado Resort and Spa North,Gavin Kyle Green,273.89,32.14
464,Safeway Open,Silverado Resort and Spa North,Geoff Ogilvy,271.64,28.57
464,Safeway Open,Silverado Resort and Spa North,Gonzalo Fdez-Castaño,276.07,53.57
464,Safeway Open,Silverado Resort and Spa North,Graham DeLaet,280.82,75
464,Safeway Open,Silverado Resort and Spa North,Grayson Murray,297.75,50
464,Safeway Open,Silverado Resort and Spa North,Greg Chalmers,270.32,51.79
464,Safeway Open,Silverado Resort and Spa North,Gregor Main,278.46,50
464,Safeway Open,Silverado Resort and Spa North,Gunner Wiebe,276.93,39.29
464,Safeway Open,Silverado Resort and Spa North,Harold Varner III,287.27,60.71
464,Safeway Open,Silverado Resort and Spa North,Harris English,281.91,42.86
464,Safeway Open,Silverado Resort and Spa North,Hudson Swafford,281.13,62.5
464,Safeway Open,Silverado Resort and Spa North,Hunter Mahan,282.96,42.86
464,Safeway Open,Silverado Resort and Spa North,J.J. Henry,273.41,50
464,Safeway Open,Silverado Resort and Spa North,J.J. Spaun,275.73,58.93
464,Safeway Open,Silverado Resort and Spa North,J.T. Poston,279.21,53.57
464,Safeway Open,Silverado Resort and Spa North,James Hahn,271.32,71.43
464,Safeway Open,Silverado Resort and Spa North,Jamie Lovemark,285.89,39.29
464,Safeway Open,Silverado Resort and Spa North,Jason Bohn,270.18,35.71
464,Safeway Open,Silverado Resort and Spa North,Jason Gore,276.43,39.29
464,Safeway Open,Silverado Resort and Spa North,Jason Kokrak,291.39,64.29
464,Safeway Open,Silverado Resort and Spa North,Jason Schmuhl,280.04,39.29
464,Safeway Open,Silverado Resort and Spa North,Jhonattan Vegas,289.64,71.43
464,Safeway Open,Silverado Resort and Spa North,John Huh,271.84,69.64
464,Safeway Open,Silverado Resort and Spa North,John Peterson,279.18,50
464,Safeway Open,Silverado Resort and Spa North,John Senden,270.75,46.43
464,Safeway Open,Silverado Resort and Spa North,Johnson Wagner,278.02,57.14
464,Safeway Open,Silverado Resort and Spa North,Jon Curran,266.57,64.29
464,Safeway Open,Silverado Resort and Spa North,Jon Rahm,286.82,55.36
464,Safeway Open,Silverado Resort and Spa North,Jonas Blixt,261.5,28.57
464,Safeway Open,Silverado Resort and Spa North,Jonathan Randolph,278.86,57.14
464,Safeway Open,Silverado Resort and Spa North,Joseph Bramlett,276.13,58.93
464,Safeway Open,Silverado Resort and Spa North,Julián Etulain,274.82,42.86
464,Safeway Open,Silverado Resort and Spa North,Justin Thomas,290.5,48.21
464,Safeway Open,Silverado Resort and Spa North,Keegan Bradley,276.93,53.57
464,Safeway Open,Silverado Resort and Spa North,Kelly Kraft,278.36,60.71
464,Safeway Open,Silverado Resort and Spa North,Ken Duke,267.79,58.93
464,Safeway Open,Silverado Resort and Spa North,Kevin Na,266.96,62.5
464,Safeway Open,Silverado Resort and Spa North,Kevin Streelman,274.61,53.57
464,Safeway Open,Silverado Resort and Spa North,Kevin Tway,296.34,53.57
464,Safeway Open,Silverado Resort and Spa North,Kyle Reifers,278.34,58.93
464,Safeway Open,Silverado Resort and Spa North,Kyle Stanley,272.02,66.07
464,Safeway Open,Silverado Resort and Spa North,Lucas Glover,282.32,75
464,Safeway Open,Silverado Resort and Spa North,Luke List,284.05,42.86
464,Safeway Open,Silverado Resort and Spa North,Mackenzie Hughes,273.91,58.93
464,Safeway Open,Silverado Resort and Spa North,Mark Anderson,268.64,57.14
464,Safeway Open,Silverado Resort and Spa North,Mark Hubbard,269.54,50
464,Safeway Open,Silverado Resort and Spa North,Martin Flores,290.64,46.43
464,Safeway Open,Silverado Resort and Spa North,Martin Laird,275.86,55.36
464,Safeway Open,Silverado Resort and Spa North,Matt Every,275.79,42.86
464,Safeway Open,Silverado Resort and Spa North,Matt Kuchar,280.25,53.57
464,Safeway Open,Silverado Resort and Spa North,Max Homa,273.5,39.29
464,Safeway Open,Silverado Resort and Spa North,Michael Hebert,270.86,60.71
464,Safeway Open,Silverado Resort and Spa North,Michael Kim,274.77,57.14
464,Safeway Open,Silverado Resort and Spa North,Michael Thompson,273.04,50
464,Safeway Open,Silverado Resort and Spa North,Miguel Angel Carballo,278.82,39.29
464,Safeway Open,Silverado Resort and Spa North,Morgan Hoffmann,279.91,64.29
464,Safeway Open,Silverado Resort and Spa North,Nicholas Lindheim,272.91,58.93
464,Safeway Open,Silverado Resort and Spa North,Nick Taylor,281.39,67.86
464,Safeway Open,Silverado Resort and Spa North,Nick Watney,279.57,48.21
464,Safeway Open,Silverado Resort and Spa North,Ollie Schniederjans,297.36,32.14
464,Safeway Open,Silverado Resort and Spa North,Patrick Rodgers,278.61,53.57
464,Safeway Open,Silverado Resort and Spa North,Patton Kizzire,273.68,41.07
464,Safeway Open,Silverado Resort and Spa North,Paul Casey,273.55,57.14
464,Safeway Open,Silverado Resort and Spa North,Peter Malnati,270.66,62.5
464,Safeway Open,Silverado Resort and Spa North,Phil Mickelson,282.36,44.64
464,Safeway Open,Silverado Resort and Spa North,Retief Goosen,277.25,64.29
464,Safeway Open,Silverado Resort and Spa North,Richy Werenski,274.3,51.79
464,Safeway Open,Silverado Resort and Spa North,Rick Lamb,279.46,53.57
464,Safeway Open,Silverado Resort and Spa North,Ricky Barnes,268.63,41.07
464,Safeway Open,Silverado Resort and Spa North,Robert Garrigus,289.13,62.5
464,Safeway Open,Silverado Resort and Spa North,Robert Streb,282.75,53.57
464,Safeway Open,Silverado Resort and Spa North,Roberto Castro,271.88,50
464,Safeway Open,Silverado Resort and Spa North,Rod Pampling,271.86,32.14
464,Safeway Open,Silverado Resort and Spa North,Russell Henley,281.36,46.43
464,Safeway Open,Silverado Resort and Spa North,Ryan Armour,264,39.29
464,Safeway Open,Silverado Resort and Spa North,Ryan Blaum,273.41,57.14
464,Safeway Open,Silverado Resort and Spa North,Ryan Brehm,282.25,58.93
464,Safeway Open,Silverado Resort and Spa North,Scott Piercy,279.64,57.14
464,Safeway Open,Silverado Resort and Spa North,Scott Stallings,287.57,60.71
464,Safeway Open,Silverado Resort and Spa North,Seamus Power,283.57,60.71
464,Safeway Open,Silverado Resort and Spa North,Seung-Yul Noh,275.84,42.86
464,Safeway Open,Silverado Resort and Spa North,Smylie Kaufman,293.79,39.29
464,Safeway Open,Silverado Resort and Spa North,Spencer Levin,270.54,53.57
464,Safeway Open,Silverado Resort and Spa North,Steven Alker,269.59,60.71
464,Safeway Open,Silverado Resort and Spa North,Steven Bowditch,254.32,28.57
464,Safeway Open,Silverado Resort and Spa North,Stewart Cink,283.25,39.29
464,Safeway Open,Silverado Resort and Spa North,Sung Kang,282.61,39.29
464,Safeway Open,Silverado Resort and Spa North,Tag Ridings,283.5,48.21
464,Safeway Open,Silverado Resort and Spa North,Ted Purdy,277.5,28.57
464,Safeway Open,Silverado Resort and Spa North,Tony Finau,287.14,51.79
464,Safeway Open,Silverado Resort and Spa North,Trey Mullinax,289.98,53.57
464,Safeway Open,Silverado Resort and Spa North,Troy Merritt,270.91,64.29
464,Safeway Open,Silverado Resort and Spa North,Tyrone Van Aswegen,275.79,42.86
464,Safeway Open,Silverado Resort and Spa North,Vaughn Taylor,272.23,58.93
464,Safeway Open,Silverado Resort and Spa North,Webb Simpson,278.96,46.43
464,Safeway Open,Silverado Resort and Spa North,Wesley Bryan,264.11,57.14
464,Safeway Open,Silverado Resort and Spa North,Whee Kim,276.43,64.29
464,Safeway Open,Silverado Resort and Spa North,Will MacKenzie,275.79,57.14
464,Safeway Open,Silverado Resort and Spa North,Xander Schauffele,279.18,55.36
464,Safeway Open,Silverado Resort and Spa North,Zac Blair,266.38,67.86
464,Safeway Open,Silverado Resort and Spa North,Zack Sucher,275.54,60.71
54,Sanderson Farms Championship,CC of Jackson,Aaron Wise,293.96,60.71
54,Sanderson Farms Championship,CC of Jackson,Andres Gonzales,294.84,55.36
54,Sanderson Farms Championship,CC of Jackson,Andres Romero,298.63,50
54,Sanderson Farms Championship,CC of Jackson,Ángel Cabrera,285.55,42.86
54,Sanderson Farms Championship,CC of Jackson,Arjun Atwal,279.29,50
54,Sanderson Farms Championship,CC of Jackson,Austin Cook,275.93,53.57
54,Sanderson Farms Championship,CC of Jackson,Ben Crane,273.23,62.5
54,Sanderson Farms Championship,CC of Jackson,Ben Curtis,252.04,39.29
54,Sanderson Farms Championship,CC of Jackson,Ben Martin,293.89,46.43
54,Sanderson Farms Championship,CC of Jackson,Bill Lunde,280.55,57.14
54,Sanderson Farms Championship,CC of Jackson,Blayne Barber,289.73,58.93
54,Sanderson Farms Championship,CC of Jackson,Bobby Wyatt,285.18,48.21
54,Sanderson Farms Championship,CC of Jackson,Boo Weekley,289.86,67.86
54,Sanderson Farms Championship,CC of Jackson,Brad Fritsch,288.8,28.57
54,Sanderson Farms Championship,CC of Jackson,Brandon Hagy,310.29,44.64
54,Sanderson Farms Championship,CC of Jackson,Brendon de Jonge,286.5,42.86
54,Sanderson Farms Championship,CC of Jackson,Brendon Todd,272.5,50
54,Sanderson Farms Championship,CC of Jackson,Brett Drewitt,288.57,53.57
54,Sanderson Farms Championship,CC of Jackson,Brian Campbell,286.79,57.14
54,Sanderson Farms Championship,CC of Jackson,Brian Rowell,282.64,67.86
54,Sanderson Farms Championship,CC of Jackson,Brice Garnett,291.89,46.43
54,Sanderson Farms Championship,CC of Jackson,Bryce Molder,275.32,53.57
54,Sanderson Farms Championship,CC of Jackson,C.T. Pan,284.79,39.29
54,Sanderson Farms Championship,CC of Jackson,Cameron Beckman,276.64,35.71
54,Sanderson Farms Championship,CC of Jackson,Cameron Percy,293.05,50
54,Sanderson Farms Championship,CC of Jackson,Cameron Smith,290.21,48.21
54,Sanderson Farms Championship,CC of Jackson,Camilo Villegas,283.34,44.64
54,Sanderson Farms Championship,CC of Jackson,Carl Pettersson,287.41,51.79
54,Sanderson Farms Championship,CC of Jackson,Chad Collins,275.86,55.36
54,Sanderson Farms Championship,CC of Jackson,Charlie Danielson,289.54,46.43
54,Sanderson Farms Championship,CC of Jackson,Charlie Wi,278.66,60.71
54,Sanderson Farms Championship,CC of Jackson,Chesson Hadley,290.93,46.43
54,Sanderson Farms Championship,CC of Jackson,Chris Kirk,287.79,57.14
54,Sanderson Farms Championship,CC of Jackson,Chris Stroud,290,60.71
54,Sanderson Farms Championship,CC of Jackson,Cody Gribble,294.63,51.79
54,Sanderson Farms Championship,CC of Jackson,Craig Barlow,277.14,46.43
54,Sanderson Farms Championship,CC of Jackson,D.A. Points,272.21,60.71
54,Sanderson Farms Championship,CC of Jackson,D.J. Trahan,292.68,46.43
54,Sanderson Farms Championship,CC of Jackson,David Duval,283.18,32.14
54,Sanderson Farms Championship,CC of Jackson,David Toms,271.82,66.07
54,Sanderson Farms Championship,CC of Jackson,Derek Ernst,293.39,46.43
54,Sanderson Farms Championship,CC of Jackson,Dicky Pride,276.18,58.93
54,Sanderson Farms Championship,CC of Jackson,Dominic Bozzelli,293.11,53.57
54,Sanderson Farms Championship,CC of Jackson,Drew Goff,259.57,25
54,Sanderson Farms Championship,CC of Jackson,Eric Axley,280.79,44.64
54,Sanderson Farms Championship,CC of Jackson,Erik Compton,281.25,35.71
54,Sanderson Farms Championship,CC of Jackson,Frank Lickliter II,279.14,50
54,Sanderson Farms Championship,CC of Jackson,Geoff Ogilvy,283.18,46.43
54,Sanderson Farms Championship,CC of Jackson,George McNeill,280.55,51.79
54,Sanderson Farms Championship,CC of Jackson,Gonzalo Fdez-Castaño,289.04,33.93
54,Sanderson Farms Championship,CC of Jackson,Graham DeLaet,294.41,64.29
54,Sanderson Farms Championship,CC of Jackson,Grayson Murray,310.82,53.57
54,Sanderson Farms Championship,CC of Jackson,Greg Chalmers,278.73,44.64
54,Sanderson Farms Championship,CC of Jackson,Greg Owen,295.2,57.14
54,Sanderson Farms Championship,CC of Jackson,Heath Slocum,269.18,64.29
54,Sanderson Farms Championship,CC of Jackson,Hiroshi Iwata,296.27,48.21
54,Sanderson Farms Championship,CC of Jackson,Ian Poulter,283.04,46.43
54,Sanderson Farms Championship,CC of Jackson,J.J. Henry,289.61,55.36
54,Sanderson Farms Championship,CC of Jackson,J.J. Spaun,290.68,39.29
54,Sanderson Farms Championship,CC of Jackson,J.T. Poston,284.04,67.86
54,Sanderson Farms Championship,CC of Jackson,Jason Bohn,279.21,57.14
54,Sanderson Farms Championship,CC of Jackson,Jason Gore,280.89,57.14
54,Sanderson Farms Championship,CC of Jackson,Jerry Kelly,273.25,67.86
54,Sanderson Farms Championship,CC of Jackson,Joel Dahmen,289.96,50
54,Sanderson Farms Championship,CC of Jackson,John Merrick,281.38,66.07
54,Sanderson Farms Championship,CC of Jackson,John Rollins,281.95,42.86
54,Sanderson Farms Championship,CC of Jackson,Jonathan Byrd,287.52,41.07
54,Sanderson Farms Championship,CC of Jackson,Jonathan Randolph,289.5,55.36
54,Sanderson Farms Championship,CC of Jackson,Julián Etulain,281.09,37.5
54,Sanderson Farms Championship,CC of Jackson,Kelly Kraft,282.46,39.29
54,Sanderson Farms Championship,CC of Jackson,Kevin Streelman,287.3,66.07
54,Sanderson Farms Championship,CC of Jackson,Kevin Tway,307.63,53.57
54,Sanderson Farms Championship,CC of Jackson,Lucas Glover,297.29,62.5
54,Sanderson Farms Championship,CC of Jackson,Luke List,307.93,53.57
54,Sanderson Farms Championship,CC of Jackson,Mackenzie Hughes,291.8,41.07
54,Sanderson Farms Championship,CC of Jackson,Marc Turnesa,273.14,75
54,Sanderson Farms Championship,CC of Jackson,Mark Anderson,286,57.14
54,Sanderson Farms Championship,CC of Jackson,Mark Hensby,283.21,50
54,Sanderson Farms Championship,CC of Jackson,Mark Wilson,269.14,57.14
54,Sanderson Farms Championship,CC of Jackson,Martin Flores,294.59,41.07
54,Sanderson Farms Championship,CC of Jackson,Matt Atkins,296.3,32.14
54,Sanderson Farms Championship,CC of Jackson,Matt Jones,286.89,50
54,Sanderson Farms Championship,CC of Jackson,Max Homa,287.75,35.71
54,Sanderson Farms Championship,CC of Jackson,Michael Bradley,287.16,50
54,Sanderson Farms Championship,CC of Jackson,Michael Johnson,295.46,53.57
54,Sanderson Farms Championship,CC of Jackson,Michael Putnam,287.96,51.79
54,Sanderson Farms Championship,CC of Jackson,Miguel Angel Carballo,288.21,53.57
54,Sanderson Farms Championship,CC of Jackson,Morgan Hoffmann,290.96,57.14
54,Sanderson Farms Championship,CC of Jackson,Nicholas Lindheim,288,41.07
54,Sanderson Farms Championship,CC of Jackson,Nick Taylor,295.96,53.57
54,Sanderson Farms Championship,CC of Jackson,Patton Kizzire,283.86,32.14
54,Sanderson Farms Championship,CC of Jackson,Peter Malnati,284.48,51.79
54,Sanderson Farms Championship,CC of Jackson,Retief Goosen,289.79,57.14
54,Sanderson Farms Championship,CC of Jackson,Richy Werenski,286.11,42.86
54,Sanderson Farms Championship,CC of Jackson,Rick Lamb,293.75,50
54,Sanderson Farms Championship,CC of Jackson,Rob Oppenheim,278.25,58.93
54,Sanderson Farms Championship,CC of Jackson,Robby Shelton,284.46,41.07
54,Sanderson Farms Championship,CC of Jackson,Robert Allenby,286.23,64.29
54,Sanderson Farms Championship,CC of Jackson,Rod Pampling,286.25,44.64
54,Sanderson Farms Championship,CC of Jackson,Rory Sabbatini,289.8,46.43
54,Sanderson Farms Championship,CC of Jackson,Russell Henley,289.21,51.79
54,Sanderson Farms Championship,CC of Jackson,Ryan Armour,264.82,57.14
54,Sanderson Farms Championship,CC of Jackson,Ryan Blaum,285.18,64.29
54,Sanderson Farms Championship,CC of Jackson,Ryan Brehm,304.88,55.36
54,Sanderson Farms Championship,CC of Jackson,Sam Saunders,292.54,50
54,Sanderson Farms Championship,CC of Jackson,Scott Langley,281.43,71.43
54,Sanderson Farms Championship,CC of Jackson,Scott Stallings,295.43,50
54,Sanderson Farms Championship,CC of Jackson,Seamus Power,298.32,53.57
54,Sanderson Farms Championship,CC of Jackson,Sebastián Muñoz,287.41,46.43
54,Sanderson Farms Championship,CC of Jackson,Seung-Yul Noh,295.16,41.07
54,Sanderson Farms Championship,CC of Jackson,Shaun Micheel,277.5,46.43
54,Sanderson Farms Championship,CC of Jackson,Shawn Stefani,282.07,46.43
54,Sanderson Farms Championship,CC of Jackson,Spencer Levin,268.25,50
54,Sanderson Farms Championship,CC of Jackson,Stephan Jaeger,292.43,42.86
54,Sanderson Farms Championship,CC of Jackson,Steve Flesch,282.21,46.43
54,Sanderson Farms Championship,CC of Jackson,Steve Wheatcroft,280.13,60.71
54,Sanderson Farms Championship,CC of Jackson,Steven Alker,274.5,58.93
54,Sanderson Farms Championship,CC of Jackson,Stuart Appleby,276.16,57.14
54,Sanderson Farms Championship,CC of Jackson,Tag Ridings,295.86,57.14
54,Sanderson Farms Championship,CC of Jackson,Ted Purdy,284.54,50
54,Sanderson Farms Championship,CC of Jackson,Tim Herron,281.68,35.71
54,Sanderson Farms Championship,CC of Jackson,Tim Petrovic,275.07,57.14
54,Sanderson Farms Championship,CC of Jackson,Tim Wilkinson,276.75,46.43
54,Sanderson Farms Championship,CC of Jackson,Tom Hoge,289.21,39.29
54,Sanderson Farms Championship,CC of Jackson,Tommy Gainey,286.98,46.43
54,Sanderson Farms Championship,CC of Jackson,Trey Mullinax,308.8,41.07
54,Sanderson Farms Championship,CC of Jackson,Troy Matteson,289.82,46.43
54,Sanderson Farms Championship,CC of Jackson,Troy Merritt,286.02,46.43
54,Sanderson Farms Championship,CC of Jackson,Tyler Aldridge,287.96,57.14
54,Sanderson Farms Championship,CC of Jackson,Whee Kim,288.91,51.79
54,Sanderson Farms Championship,CC of Jackson,Xander Schauffele,302.77,55.36
54,Sanderson Farms Championship,CC of Jackson,Zack Sucher,283.05,51.79
16,SBS Tournament of Champions,Plantation Course at Kapalua,Aaron Baddeley,290.42,76.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Billy Hurley III,275.08,81.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Branden Grace,297.33,66.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Brandt Snedeker,290.2,70
16,SBS Tournament of Champions,Plantation Course at Kapalua,Brendan Steele,297.2,60
16,SBS Tournament of Champions,Plantation Course at Kapalua,Brian Stuard,275.93,80
16,SBS Tournament of Champions,Plantation Course at Kapalua,Bubba Watson,312.85,71.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Charley Hoffman,298.72,71.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Cody Gribble,294.43,66.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Daniel Berger,290.32,75
16,SBS Tournament of Champions,Plantation Course at Kapalua,Dustin Johnson,314.65,61.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Fabián Gómez,280.57,75
16,SBS Tournament of Champions,Plantation Course at Kapalua,Greg Chalmers,281.87,80
16,SBS Tournament of Champions,Plantation Course at Kapalua,Hideki Matsuyama,299.25,70
16,SBS Tournament of Champions,Plantation Course at Kapalua,James Hahn,282.73,75
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jason Day,303.22,58.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jason Dufner,291.57,78.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jhonattan Vegas,302.03,61.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jim Herman,294.23,78.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jimmy Walker,290.8,71.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Jordan Spieth,295.73,73.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Justin Thomas,307.57,73.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Mackenzie Hughes,291.12,71.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Pat Perez,284.1,81.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Patrick Reed,295.15,81.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,Rod Pampling,283.33,83.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Russell Knox,285.55,78.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Ryan Moore,279.45,83.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Si Woo Kim,286.65,55
16,SBS Tournament of Champions,Plantation Course at Kapalua,Tony Finau,308.68,68.33
16,SBS Tournament of Champions,Plantation Course at Kapalua,Vaughn Taylor,281.22,86.67
16,SBS Tournament of Champions,Plantation Course at Kapalua,William McGirt,290.15,85
20,Shell Houston Open,GC of Houston,Aaron Baddeley,280.34,75
20,Shell Houston Open,GC of Houston,Adam Scott,282.82,71.43
20,Shell Houston Open,GC of Houston,Alex Cejka,265.29,100
20,Shell Houston Open,GC of Houston,Andres Gonzales,283.48,55.36
20,Shell Houston Open,GC of Houston,Andrew Johnston,280.46,57.14
20,Shell Houston Open,GC of Houston,Andrew Loupe,293.84,51.79
20,Shell Houston Open,GC of Houston,Andy Sullivan,280.07,67.86
20,Shell Houston Open,GC of Houston,Ángel Cabrera,277.64,71.43
20,Shell Houston Open,GC of Houston,Beau Hossler,277.32,73.21
20,Shell Houston Open,GC of Houston,Ben Crane,268.75,71.43
20,Shell Houston Open,GC of Houston,Ben Martin,276.89,60.71
20,Shell Houston Open,GC of Houston,Ben Willman,273.68,67.86
20,Shell Houston Open,GC of Houston,Bernd Wiesberger,277.68,71.43
20,Shell Houston Open,GC of Houston,Bill Lunde,268.29,75
20,Shell Houston Open,GC of Houston,Billy Horschel,282.8,44.64
20,Shell Houston Open,GC of Houston,Blayne Barber,277.71,64.29
20,Shell Houston Open,GC of Houston,Bob Estes,264.14,78.57
20,Shell Houston Open,GC of Houston,Boo Weekley,271.82,92.86
20,Shell Houston Open,GC of Houston,Brendon de Jonge,264.64,50
20,Shell Houston Open,GC of Houston,Brett Stegmaier,278.11,60.71
20,Shell Houston Open,GC of Houston,Brian Harman,271.25,64.29
20,Shell Houston Open,GC of Houston,Bryce Molder,264.61,53.57
20,Shell Houston Open,GC of Houston,Bryson DeChambeau,289.36,66.07
20,Shell Houston Open,GC of Houston,Bud Cauley,278.46,64.29
20,Shell Houston Open,GC of Houston,C.T. Pan,274.86,67.86
20,Shell Houston Open,GC of Houston,Cameron Smith,280.21,71.43
20,Shell Houston Open,GC of Houston,Cameron Tringale,273.71,69.05
20,Shell Houston Open,GC of Houston,Carl Pettersson,268.32,57.14
20,Shell Houston Open,GC of Houston,Chad Campbell,273.7,69.64
20,Shell Houston Open,GC of Houston,Chad Collins,271.46,75
20,Shell Houston Open,GC of Houston,Charles Howell III,285.16,60.71
20,Shell Houston Open,GC of Houston,Charley Hoffman,283.89,60.71
20,Shell Houston Open,GC of Houston,Charlie Beljan,285.64,50
20,Shell Houston Open,GC of Houston,Chez Reavie,265.96,60.71
20,Shell Houston Open,GC of Houston,Chris Stroud,273.04,67.86
20,Shell Houston Open,GC of Houston,Chris Wood,277.79,64.29
20,Shell Houston Open,GC of Houston,Cody Gribble,288.57,46.43
20,Shell Houston Open,GC of Houston,D.A. Points,266.32,69.64
20,Shell Houston Open,GC of Houston,Daniel Berger,284.29,71.43
20,Shell Houston Open,GC of Houston,Danny Lee,282,69.64
20,Shell Houston Open,GC of Houston,David Lingmerth,278.82,64.29
20,Shell Houston Open,GC of Houston,Davis Love III,273,64.29
20,Shell Houston Open,GC of Houston,Derek Fathauer,278.33,52.38
20,Shell Houston Open,GC of Houston,Ernie Els,273.75,67.86
20,Shell Houston Open,GC of Houston,Fabián Gómez,279.04,71.43
20,Shell Houston Open,GC of Houston,Freddie Jacobson,270.32,53.57
20,Shell Houston Open,GC of Houston,Geoff Ogilvy,273.39,67.86
20,Shell Houston Open,GC of Houston,Grayson Murray,294.75,58.93
20,Shell Houston Open,GC of Houston,Greg Chalmers,267.14,67.86
20,Shell Houston Open,GC of Houston,Harold Varner III,285.61,67.86
20,Shell Houston Open,GC of Houston,Harris English,284.98,51.79
20,Shell Houston Open,GC of Houston,Henrik Stenson,284.57,78.57
20,Shell Houston Open,GC of Houston,Hudson Swafford,283.48,66.07
20,Shell Houston Open,GC of Houston,Hunter Mahan,277.5,67.86
20,Shell Houston Open,GC of Houston,J.B. Holmes,296.79,28.57
20,Shell Houston Open,GC of Houston,J.J. Henry,278.38,64.29
20,Shell Houston Open,GC of Houston,J.J. Spaun,276.23,67.86
20,Shell Houston Open,GC of Houston,J.T. Poston,283.98,48.21
20,Shell Houston Open,GC of Houston,James Hahn,275.66,69.64
20,Shell Houston Open,GC of Houston,Jamie Lovemark,286.83,47.62
20,Shell Houston Open,GC of Houston,Jason Bohn,259.71,82.14
20,Shell Houston Open,GC of Houston,Jason Dufner,280.2,73.21
20,Shell Houston Open,GC of Houston,Jason Gore,274.36,75
20,Shell Houston Open,GC of Houston,Jason Kokrak,290,61.9
20,Shell Houston Open,GC of Houston,Jhonattan Vegas,289.18,51.79
20,Shell Houston Open,GC of Houston,Jim Herman,275.71,64.29
20,Shell Houston Open,GC of Houston,Jimmy Walker,279.76,47.62
20,Shell Houston Open,GC of Houston,John Huh,272.77,71.43
20,Shell Houston Open,GC of Houston,John Senden,274.32,64.29
